播客名称,简介,标签,评分,排名,剧集名,剧集介绍,audio链接
,,,,,Healthcare: How Do We Fix It?,"American healthcare has big problems. Some say the solution is Medicare For All: one government plan for everybody. But others say government healthcare would be worse than what we already have. Who’s right? And how did things get this bad? We talk to health policy researchers Prof. Harold Pollack and Robin Osborn. Check out the full transcript here: https://bit.ly/38ye0cY Selected references:  Paper from last year on why American healthcare spending is so high: https://bit.ly/2t8gkqB  Report from Robin’s group that compares the US, the UK, and many other countries: https://bit.ly/2qRh7vy A WHO report on healthcare cost control: https://bit.ly/38AEHxl Big Lancet report on the health of countries around the world: https://bit.ly/2RLJB4N  Credits:This episode was produced by Rose Rimler with help from Lexi Krupp along with Wendy Zukerman, Michelle Dang, and Meryl Horn. We’re edited by Caitlin Kenney. Fact checking by Michelle Harris. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Emma Munger, Bobby Lord, and Marcus Bagala. Recording assistance from Sofi LaLonde, David DesRoches, Dennis Maler, and James Delahoussaye. A huge thanks to all of the people with diabetes we spoke with-- thanks so much! Also big thanks to Dr. Irene Papanicolas, Prof. Steven Woolf, Dr. Kasia Lipska, Elizabeth Pfiester, Professor Kevin Schulman, Dr. Eric Schneider, Dr. Chris Pope, Cynthia Cox, Lois Rogers, and everyone else we spoke to for this episode. And special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/5386680e0d1249739d23f4ae77d3007a/
,,,,,Ants: Tales from the Underground,"On today’s show, three f-ant-astic stories of survival, friendship and courage about some of the most underrated creatures in the animal queendom. Produced with our friends at Every Little Thing, another Gimlet podcast. We spoke with behavioral ecologist Dr. István Maák, biologist Dr. Erik Frank, entomologist Dr. Christina Kwapich, and biologist Prof Derrick Brazill. Check out the full transcript here: http://bit.ly/38cDgoU Selected references:  István’s study on ants surviving in a nuclear bunker: http://bit.ly/2rkR2Fb  Erik’s study on ants helping each other in a termite hunt: http://bit.ly/2YlH6Y9  Christina’s study on ants destroying spider webs: http://bit.ly/2RnOMrt  Review on “dicty”- the amoeba we talk to Derrick about: http://bit.ly/2DQFoVk  Credits:Science Vs is produced by Wendy Zukerman along with Meryl Horn, Rose Rimler, Michelle Dang, and Lexi Krupp. Every Little Thing’s piece was produced by Gabby Bulgarelli, Emily Forman, Phoebe Flanigan, Annette Heist and Flora Lichtman. This episode was edited by Caitlin Kenney and Jorge Just. Fact checking by Diane Kelly and Nicole Pasulka. Mix and sound design by Peter Leonard and Dara Hirsch. Music written by Dara Hirsch, Dan Brunelle, Peter Leonard, Emma Munger, Bobby Lord and erm, Wendy. A big thanks to Dr. Nathalie Stroeymeyt, Dr. Gema Trigos-Peral, Dr. Jack Neff, and recording help from Wojciech Oleksiak And special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/3f7b09214970441da151e5e46da31fbc/
,,,,,Police Shootings: The Data and the Damage Done,"It’s been five years since the high profile shootings of several unarmed black teenagers and men launched the Black Lives Matter movement. Since then, police departments have been doing all kinds of things to respond to the deaths and protests. But do any of them work? To find out we speak with social psychologist Prof. Jennifer Eberhardt, psychologist Prof. Phillip Atiba Goff, public policy expert Dr. David Yokum, criminologists Dr. Lois James, and Dr. Stephen James. Check out the full transcript transcript here: http://bit.ly/2D23jAR Selected references:  Jennifer’s study on respectful language during traffic stops, and her book on implicit bias: http://bit.ly/2XGHobN  Phil’s study on bias and the Las Vegas policy changes: http://bit.ly/2O8Ndf3  David’s study on whether body cameras reduce police use of force: http://bit.ly/2pJj5gU  Credits:This episode was produced by Meryl Horn with help from Wendy Zukerman, along with Rose Rimler, Michelle Dang, Lexi Krupp, and Kaitlyn Sawrey. We’re edited by Caitlin Kenney and Blythe Terrell. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard with help from Cedric Wilson. Music written by Peter Leonard, Benny Reid, Emma Munger, and Bobby Lord. A big thanks to Professor Lawrence Sherman, Dr. Joe Cesario, Dr. Sam Walker, Chuck Wexler, Dr. Peter Moskos, Dennis Flores, Hawk Newsome, Professor William Terrill, Dr. Arne Nieuwenhuys, Professor Franklin Zimring, Dr. Joan Vickers, and Dr. Justin Nix. Thanks to all police officers we spoke to- we really appreciate your help. And special thanks to Amber Davis, Chuma Ossé, Daniel Domke, Christina Djossa, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/06bfd84d9b074ba5809f4fcfd35d2760/
,,,,,When a Hospital becomes The Butcher Shop,"A group of teenagers and college kids were fed up with the lousy healthcare in their neighborhood. So they decided to fight the system head on—a fight that still resonates today. Sid Davidoff, Mickey Melendez, and Cleo Silvers share their story. Check out the full transcript here: http://bit.ly/33QhYKXSelected references:  Mickey Melendez's Book: http://bit.ly/34Ww1ik  Interview with Cleo Silvers: http://bit.ly/2Xcg58S  Article about lead testing in the 1970s: http://bit.ly/2qTJSqN   To hear more on lead poisoning prevention today: http://bit.ly/2Qh3MXK  Pacifica Radio Archives: pacificaradioarchives.org    ",https://www.listennotes.com/e/p/527a745794d24bc78523788c12cc53bb/
,,,,,Sleep: All Aboard the Snooze Cruise!,"Not sleeping enough turning you into a monster? Cutting-edge science helps us understand why. And we sort through the fads to find out, what really works to get more ZZZs. We speak with lab coordinator Pam De Young, sleep researcher Dr. Brady Riedner, and circadian scientist Prof. Russell Foster. Check out the full transcript here: http://bit.ly/2Ns26Zt Selected references:  Consensus on the optimal amount of sleep: http://bit.ly/2Nu33Rc  Local sleep review: http://bit.ly/33rXWGL  Drunk study: http://bit.ly/33sN1wo  Melatonin review: http://bit.ly/2WXC1EW  E-reader study: http://bit.ly/2NU67EY  Credits:This episode was produced by Rose Rimler and Lexi Krupp with help from Wendy Zukerman, along with Michelle Dang, Meryl Horn and Kaitlyn Sawrey. We’re edited by Caitlin Kenney. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Emma Munger, Bobby Lord, and Bach. Recording assistance from Dave Drexler, Tim Peterson, Zoe Sullivan, and Martin Wiggins. Sonification of EEG data came from Dr. Gerold Baier and Dr. Thomas Hermann. A big thanks to Dr. Amandine Valomon, Prof. James Krueger, Dr. Ari Shechter, Dr. Jade Wu, Dr. Bei Bei, Dr. Connor Sheehan, Dr. Jennifer Ailshire, Dr. Agostinho Rosa, and everyone else we spoke to for this episode, especially our frustrated sleepers. Thanks for calling in! And special thanks to Chuma Ossé, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/02836ba7b7d74ce488b3df1d80e88090/
,,,,,5G: Welcome to the Revolution?,"How should we feel about 5G? Is it a breakthrough technology that will revolutionize our world, or in a bid to get new gadgets, are we risking our health? To find out, we spoke with electrical engineer Prof. Jeff Andrews, biologist Prof. Henrik Mouritsen, radiology safety expert Prof. Chris Collins, and psychologist Prof. Rodney Croft. Check out the full transcript here: http://bit.ly/2qd2MIR Selected references:  Jeff’s paper on the future of 5G: http://bit.ly/36ob7tW  Chris's review on 5G’s safety: http://bit.ly/336losL  Henrik's article on the effect of electromagnetic radiation on migratory birds: https://go.nature.com/338t3Xy  Review on symptoms associated with electromagnetic waves: http://bit.ly/2JF7C8V  Credits: This episode was produced by Meryl Horn with help from Wendy Zukerman, Lexi Krupp, Michelle Dang and Rose Rimler. We’re edited by Caitlin Kenney. Fact checking by Michelle Harris, Lexi Krupp, and Michelle Dang. Mix and sound design by Peter Leonard and Bobby Lord. Music written by Peter Leonard, Bobby Lord and Emma Munger. Recording assistance from Olivia Aldridge, Beth McMullen, and Mirjam Steger. A huge thanks to all the people we spoke to for this episode including: Dr. Sarah Loughran, Dr. Stefano Cucurachi, Professor Muriel Médard, Dr. Harish Krishnaswamy, Dr. Christopher Labos, Dr. Jordan Gerth, Dr. Arno Thielens, Prof. David Carpenter, Dr. Jerrold Bushberg, Dr. Patrick Mineault, Norman Carreck and ARPANSA. Extra thanks to Kaitlyn Sawrey, Shahzad Ahsan, Rachel Ward, the Zukerman Family and Joseph Lavelle Wilson. ",https://www.listennotes.com/e/p/193014b3f0e344b2a5b9b343fb3d0539/
,,,,,Vaping: What the Hell is Going On?!,"Vaping is all the rage in the U.S., but young people are turning up at hospitals barely able to breathe. Over a thousand vapers have gotten sick⁠—34 are dead⁠—and no one knows why. We investigated the case of the mysterious vaping disease with help from Geri Sullivan, pulmonologist Dr. Louella Amos, lab director Iniobong Afia, inhalation toxicologist Prof. Ilona Jaspers and researcher Dr. Jamie Hartmann-Boyce. Check out the full transcript here: http://bit.ly/33VzzRiSelected references:  CDC Outbreak Page: http://bit.ly/2PheKvO  Case reports from 53 vaping patients who got sick over the summer: https://www.nejm.org/doi/full/10.1056/NEJMoa1911614 “Chemical burn” analysis of patients’ lungs: https://bit.ly/2oexalC Jamie’s review “Electronic cigarettes for smoking cessation”: https://bit.ly/32GTN14 Credits: This episode was produced by our senior producer Kaitlyn Sawrey and producer Michelle Dang, with help from me, Wendy Zukerman, Lexi Krupp, Rose Rimler and Meryl Horn. We’re edited by Caitlin Kenney. Fact checking by Michelle Harris. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Bobby Lord and Emma Munger. A huge thanks to all the people we spoke to for this episode including: Dr Yasmeen Butt, Dr Sean Callahan, Dr Travis Henry, Professor Irfan Rahman, Christopher Harvel, Alex Sandorf, Dr James Pankow, Dr. Konstantinos Farsalinos, Professor Lorraine Martin, Professor Moon-Shong Tang, Dr. Kevin Davidson and Myron Ronay. Extra thanks to Conor Duffy, Zukerman Family and Joseph Lavelle Wilson. ",https://www.listennotes.com/e/p/0441d9d0518b4bcb978a1c48a95e9ca1/
,,,,,PANDEMIC!!!,"If a pandemic ripped across the world, how bad would it really get? You’ve heard the horror stories, but you’ve never heard one like this. Dr. Anthony Fauci, who advises the President on emerging infectious diseases, helps us out. Check out the full transcript here: http://bit.ly/2M4Tlnt Selected references: The CDC’s history of the 1918 Pandemic: http://bit.ly/2AXiGJP Time-lapse tracking the transmission and evolution of H7N9: http://bit.ly/2B1nYnG CDC’s Pandemic Influenza Plan: http://bit.ly/2pVroFZ Institute for Disease Modeling’s flu pandemic death toll simulation: http://bit.ly/2M2ymSj Credits: This episode was produced by our senior producer Kaitlyn Sawrey, with help from Wendy Zukerman, Michelle Dang, Lexi Krupp, Rose Rimler and Meryl Horn. Special thanks to Frank Lopez. We’re edited by Caitlin Kenney and Blythe Terrell. Extra writing help from Kevin Christopher Snipes. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Bobby Lord and Marcus Thorne Bagala. Comments and thoughts from Dr. Eric Toner, Dr. Demetre Daskalakis, Beth Maldin Morgenthau, Dr. Melvin Sanicas, Professor Michael Osterholm, Dr. Patrick Saunders Hastings, Rosemary Gibson, Thomas Bollyky, Dr. Ashleigh Tuite, Professor Stephen Morse, Dr. Lalitha Sundaram, Professor David N. Fisman, Lynette Brammer, Dr. Mohamed Naguib, Dr. Yeulong Shu, Dr. Dan Jernigan, Dr Kirsty Short, and special thanks to Bess Davenport at CDC. Death toll modeling came from the Institute for Disease Modeling, with valuable guidance from Dr. Mandy Izzo and Dr. Kurt Frey. Thanks to all our actors:Annabelle Fox as Mindy TuckermanCasey Wortmann as Dr Rosie MoralesWilliam Dufris as Dr UzdienskiDani Cervone as Dr Emily Ragus Jordan Cobb as the Triage NurseAlice Kors as the distressed MumRobin Miles as the NurseJonathan Woodward as Voiceover, 911 Operator, and Police OfficerIan Lowe as Emergency Services OfficerMatt Lieber as the PoliticianNewscasters include: Kaitlyn Sawrey, Renita Jablonski and Gabriel LozadaPlane landing voice over: Peter LeonardDirected by William Dufris with help from Wendy Zukerman, Kaitlyn Sawrey and Fred Grenhalgh. Recording by Fred Greenhalgh and Peter Leonard. Also thank you to all the Gimlet people who performed various drafts including Chad Chenail, Gabe Lozada, Jasmine Romero and MR Daniel. And a huge thank you to everyone who listened and gave comments - especially the Zukerman Family and Joseph Lavelle Wilson. Finally, a huge thank you to Jorge Just, Stevie Lane, Phoebe Flanigan, Chris Giliberti, Justin McGolrick and Katie Pastore. ",https://www.listennotes.com/e/p/eff8d16081cc40129454b390c605bc67/
,,,,,Heartbreak: Why does it hurt so bad?,"We’ve all been dumped, but some of us have felt physically sick from a heartbreak -- sometimes really sick. Neuroscientist Prof. Lucy Brown explains how pangs from a heartache might not just be in our heads. Check out the full transcript here: http://bit.ly/2OhEIi9 Selected references: Lucy’s FMRI study of the rejected in-love college students: http://bit.ly/355Xz5B The social/physical pain overlap in the brain: https://bit.ly/2IkRQiVHow psychological stress affects the immune system: https://bit.ly/333CsiSCredits: This episode was produced by Michelle Dang, with help from Wendy Zukerman, Rose Rimler, Meryl Horn and Lexi Krupp. Our senior producer is Kaitlyn Sawrey. We’re edited by Caitlin Kenney and Blythe Terrell. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Emma Munger, and Bobby Lord. A huge thanks to all the scientists we got in touch with for this episode, including Professor Larry Young, Professor Tiffany Field, Professor Ethan Kross, Professor Sandra Langeslag, and Professor Naomi Eisenberger. A special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/ec8e6970d0fe49f59b1637b9616fcd48/
,,,,,Football: Should We Cancel It?,"America’s favorite pastime seems to be plagued by tragedy. Former NFL players have come forward to say they’re suffering from a serious brain disease. Others have ended their lives. So we wanted to know: how risky is playing football? Cornerback Isiah Swann, neuroscientist Dr. Kevin Bieniek, neurosurgeon Prof. Bob Cantu, and neurologist Dr. Ira Casson weigh in. Check out the full transcript here: http://bit.ly/2mWkuyRNote: In this episode we discuss depression and suicide. Please take care when listening to the show. National Mental Health Helpline: 1-800-662-HELP (4357).Selected references: The preliminary criteria for diagnosing CTE agreed upon in 2016: http://bit.ly/2m4YzW9  Kevin’s brain bank study: http://bit.ly/2mYNm9I The 99% study: http://bit.ly/2lVRyah The Lancet: Neurology letter: http://bit.ly/2lrugbQ and a response: http://bit.ly/2lnmU9c A survey of former NFL players to see how they’re doing: http://bit.ly/2n62JNr Credits: This episode was produced by Rose Rimler with help from Wendy Zukerman, along with Meryl Horn and Lexi Krupp. Our senior producer is Kaitlyn Sawrey. We’re edited by Caitlin Kenney. Fact checking by Michelle Harris. Mix and sound design by Peter Leonard. Music written by Peter Leonard, Emma Munger, and Bobby Lord. Recording assistance from Dennis Maler. A big thanks to Prof. Adam Finkel, Prof. Rudy Castellani, Assistant Prof. Robert Lynall, Dr. Eckhard Mandelkow, David Chalmers, Buddy Teevens, and many more. Plus a special thanks to Jim Grau, the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/070a03af408745849b34bfedab7646b0/
,,,,,Exercise: Fat Buster or Belly Flop?,"Lots of people hit the gym to shed unwanted pounds, but they don’t always see results on the scale. This week, we tackle the power of exercise and why you should bother. We speak with obesity expert Dr. Yoni Freedhoff, psychiatrist Dr. Gary Cooney, neuroscientist Prof. Wendy Suzuki and urologist Dr. Stacey Kenfield.Check out the full transcript here: http://bit.ly/2kqreURUPDATE 10/31/19: An earlier version of this episode said that exercise isn’t a reliable treatment for depression. Some scientists reached out to us about clinical trials we missed. These newer trials found that exercise can help with depression. And we now think the research in this space is stronger than we made it sound. We’ve updated the episode.Selected references: The study which looked at the effect of exercising 5 days a week for a year on weight: http://bit.ly/2mitPR8Gary's Cochrane review on the benefits of exercise for depression: http://bit.ly/2kqrGCxThe study which found that exercise is linked to a lower risk of getting dementia: http://bit.ly/2mj9qeL Stacey's study on exercise and prostate cancer: http://bit.ly/2kuPwgu Credits: This episode was produced by Wendy Zukerman, with help from Meryl Horn, Rose Rimler and Lexi Krupp. Our senior producer is Kaitlyn Sawrey. We’re edited by Caitlin Kenney and Blythe Terrell. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music by Peter Leonard, Emma Munger and Bobby Lord. Recording assistance from Joel Cox, Andrea Rangecroft, Natalie Jones, and Mark Totti. A huge thanks to all the scientists we got in touch with for this episode, including Professor Virginia Berridge, Professor James Blumenthal, Professor Kirk Erickson, Dr. Tara Walker, Dr. Shannon Halloway, Professor Steven Petruzzello, Dr. Kristine Beaulieu, Dr. Aric Sudicky and many others! A special thanks to the Emmanuel Dzotsi, Zukerman family, and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/e382325e447f43deac254d3bc0dd815f/
,,,,,Let's...science...AGAIN!,Science Vs is back September 19th. Fact you next week.,https://www.listennotes.com/e/p/c8bb61d484804f9daa6d507e7869ad3a/
,,,,,The Dinosaur Explosion,"Why are there so many new, weird dinosaurs? Friend of the show Joel Werner goes down the rabbit hole, and finds a surprising answer. He speaks to paleontologists Dr. Steve Brusatte and Dr. Jonathan Tennant. Listen to Joel’s podcast The Sum Of All Parts here:  https://ab.co/2YujtzU. Check out the transcript here: http://bit.ly/2Ts169iScience Vs will be back in September with a brand new season!UPDATE 8/13/19: We removed some lines suggesting that the reason that Joel and other people growing up in the 80s don't know about some dinosaurs, such as Spinosaurus and Edmontosaurus is because of the ""Dino Explosion"" in the 1990s. In fact, Spinosaurus was introduced in the scientific literature in 1915 and Edmontosaurus in 1917. Credits: This story came from the podcast the Sum of All Parts which is produced and hosted by Joel Werner. Jonathan Webb is their science editor, sound design by Joel Werner and Mark Don. Additional fact checking by Lexi Krupp and additional music and engineering by Peter Leonard. ",https://www.listennotes.com/e/p/0445602c069e4f34ad96592e4d6c7fc5/
,,,,,SHARKS!!!,"Are sharks the super-predators we think they are? Or have we been baited with great white lies? To find out, we interviewed shark researchers Dr. Taylor Chapple, Dr. Tricia Meredith and Dr. Chris Pepin-Neff, along with surfer Mike Wells.Check out the full transcript here: http://bit.ly/34hG3ugUPDATE 6/14/19: We removed a line from the episode implying that if you’ve eaten any takeaway fish and chips in the UK, there's a good chance you’ve unknowingly eaten shark meat. In fact, shark meat is not always sold surreptitiously. In the UK and in Australia shark meat it is often labeled flake, rock or huss.Selected references: Tricia’s shark smelling study: https://bit.ly/2F4OsqrChris’s book “Flaws”: https://bit.ly/2IGKe9BTiger shark study here: https://bit.ly/2Q0S94M and video here: https://bit.ly/2XFHj7o This paper on sharks and rays at risk of extinction: https://bit.ly/31wauMBThis episode was produced by Rose Rimler with help from Wendy Zukerman, along with Meryl Horn and Michelle Dang. Our senior producer is Kaitlyn Sawrey. We’re edited by Blythe Terrell and Kaitlyn Sawrey. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. A huge thanks to the amazing team of musicians who helped us with Flaws and our Snark Week music: Peter Leonard, Bobby Lord, Emma Munger, and Marcus Thorne Bagala. Recording assistance from Caroline Perryman, Shannon Cason, Sam Turken, Beth McMullen, and Jesse Wentzloff. A big thanks to George Burgess, Peter Pyle, Dr. David Shiffman, Professor Peter Klimley, Prof. Jelle Atema, Prof. Stephen Kajiura, Dr. Blake Chapman, Nynke de Haas and others. Plus a special thanks to the Zukerman family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/ded7e5aaad2a4913bf39da9795ae9414/
,,,,,How Bad Science Killed A President,"When President Garfield was shot by an assassin in 1881, the best and brightest in medicine and science did everything they could to save him - and turned the President into a human guinea pig. But they missed something big, that could have saved him. To find out what it was, we spoke to surgeon and medical historian Dr Ira Rutkow, and Sara Murphy - collections manager at the National Museum of American History.To find out more about this story, read Dr Ira Rutkow’s book - James A. Garfield: The American Presidents Series.Check out the transcript, with all the citations here: http://bit.ly/33EMVl7This episode was produced by Kaitlyn Sawrey with help from Wendy Zukerman, along with Meryl Horn, Rose Rimler and Michelle Dang. We’re edited by Blythe Terrell, extra editing help from Caitlin Kenny. Fact checking by Michelle Harris. Mix and sound design by Peter Leonard. Music written by Emma Munger, Peter Leonard, and Bobby Lord. Thanks to the National Museum of American History, Dr Howard Markel, Prof. Charles Rosenburg and Candice Millard. ",https://www.listennotes.com/e/p/4b2cc60731eb4d21b9546be1cb6b3775/
,,,,,Peanuts: Public Enemy No. 1?,"Peanut allergy in children has been on the rise since the 1990s. What’s to blame? We find a clue in a very unexpected place, and talk to pediatric allergist Prof. Gideon Lack.Check out the full transcript here: http://bit.ly/2rkEcqL Selected References: Gideon’s landmark 2015 study: https://bit.ly/2QsvOMvThe mouse rash study: https://bit.ly/2Mf6hZVCDC’s report on rising skin and food allergies (1997-2011): https://bit.ly/2XgjGlJThis episode was produced by Rose Rimler with help from Wendy Zukerman, along with Meryl Horn and Michelle Dang. Our senior producer is Kaitlyn Sawrey. We’re edited by Blythe Terrell. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music written by Emma Munger, Peter Leonard, and Bobby Lord. Recording assistance from Andrea Rangecroft. A big thanks to Dr. Andrew Dang, Professor Scott Sicherer, Dr. Marshall Plaut, Dr. Kristin Sokol, Dr. Robert Boyle, and others. As well as the Zukerman Family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/0648f7eddbab4637a307910f9955870e/
,,,,,The Abortion Underground,"Before Roe v. Wade, there were thousands of illegal abortions in the U.S. every year. Some of these were incredibly dangerous; women would use knitting needles or coat hangers to end pregnancies. This, and other illegal methods, could lead to injury or death. In the 1970s, one group of women got fed up and decided to take women's health into their own hands. We talk to “self-helpers” Carol Downer and Francie Hornstein, who led a movement for safe abortions and education for women by women.Check out the full transcript here: http://bit.ly/2sfqhlBSelected references: “Back alley” abortions before Roe v. Wade (See chapter 3) https://bit.ly/2JA6gObA study documenting the techniques used for illegal abortions in the 60s https://bit.ly/2VLKl8eA Woman's Book of Choices by Dr. Rebecca Chalker (PhD) and Carol Downer https://bit.ly/2K5MbP4This episode was produced by Wendy Zukerman, with help from Meryl Horn, Rose Rimler, and Michelle Dang. Our senior producer is Kaitlyn Sawrey. We’re edited by Blythe Terrell. Editing help from Caitlin Kenney, Kaitlyn Sawrey, Sruthi Pinnemanni, Jorge Just, Lulu Miller and Chris Neary. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard. Music by Peter Leonard, Emma Munger and Bobby Lord. Recording assistance from Anny Celsi. A huge thanks to all the scientists we got in touch with for this episode, including Dr Sara Matthiesen, Professor Verta Taylor, Professor John DeLancey, Professor Carole Joffe, Professor Johanna Schoen, and Dr. Denise Copelton. And special thanks to Michele Welsing and the team at Southern California Library, Dr Becky Chalker, Jonathon Roberts, Jim Aspholm, Odelia Rubin, Alice Kors, the Zukerman family, and Joseph Lavelle Wilson.Women's Liberation Day: New York, San Francisco and Berkeley rallies of August 26, 1970 was used courtesy of the Pacifica Radio Archives.",https://www.listennotes.com/e/p/cc0151d3e55f4d039260d5cc7a300afd/
,,,,,Placebo: Can the Mind Cure You?,"Could fake medicine actually take away your pain or treat a disease? We dig into the science of placebos to find out more about the power of the mind to heal. We speak to medical researcher Prof. Ted Kaptchuk, neuroscientist Prof. Fabrizio Benedetti and medical psychologist Prof. Manfred Schedlowski.UPDATE 5/13/19: We changed a few things in this episode to clarify facts. An earlier version of this episode implied that the placebo surgery for knee and back pain was really effective in itself. In fact, these studies found that some placebo surgeries work as well as real surgeries. In other words, patients reported less pain after both the real surgery and the placebo surgery.We also said that Pavlov’s studies used a bell to condition dogs. Whether Pavlov himself used a conventional bell is debated in the literature. Some say this was an early translation error from Russian to English. Later studies by his colleagues definitely used a bell.Finally! We have added a caveat into placebo research more generally to highlight that this research is early and that we don’t have many have long-term studies into placebos, so we don’t know how long the placebo effect can last.Check out the full transcript here: http://bit.ly/2Pug4tK Selected References: Great summary paper on placebo: https://bit.ly/30cFSzdCure: A journey into the science of mind over body https://jomarchant.com/cureTed’s IBS “open label” placebo study with Linda…: https://bit.ly/2E2O4ZkFabrizio’s high altitude headache study: https://bit.ly/2vMZj3zManfred’s first immunosuppression study with the green drink: https://bit.ly/2VXPDllCredits: This episode was produced by Wendy Zukerman, with help from Rose Rimler, Meryl Horn, and Michelle Dang. Our senior producer is Kaitlyn Sawrey. We’re edited by Blythe Terrell. Editing help from Caitlin Kenney. Fact checking by Michelle Harris. Mix and sound design by Peter Leonard. Music by Peter Leonard, Emma Munger and Bobby Lord. Recording assistance from Fabian Mirko May, Mary Dooe and Maggie Penman. A huge thanks to all the scientists we got in touch with for this episode, including Dr. Diletta Barbiani, Dr. Cynthia McRae, Dr. J Bruce Moseley, Professor Apkar Apkarian, Professor Jon Stoessl, and others. And special thanks to Lynda McKenzie, the Zukerman family, and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/23a898dc223343eca3c53c5379a21467/
,,,,,Vaccines: Time for a Booster Shot [Rebroadcast],"Autism, seizures, and overloaded immune systems - could these really be side effects of vaccines? From the archives, we bring back our dive into the science to find out how safe vaccines really are. We spoke to public health researchers Prof. Dan Salmon and Prof. Amy Kalkbrenner and neurologist Prof. Ingrid Scheffer.Check out the full transcript here: http://bit.ly/2IVgabd Selected References:The National Academies (aka Institute of Medicine) report on vaccine safety A report on the genetic underpinnings of epilepsyThis study looked for neurologic disorders after the MMR shot in half a million kidsThis one looked at all children born in Denmark between 1991 and 1998Credits: This episode has been produced by Heather Rogers, Wendy Zukerman, and Shruti Ravindran. Production help from Rose Rimler. Our senior producer is Kaitlyn Sawrey. We’re edited this week by Blythe Terrell and Annie-Rose Strasser. Fact checking by Michelle Harris, with help from Rose Rimler. Sound design by Martin Peralta. Music written by Bobby Lord. For this episode we also spoke with Dr. Saad Omer, Dr. Neal Halsey, Dr. Paul Offit, Dr. Frank DeStefano, and Prof. Alison Buttenheim. And an extra thanks to Bonnie Stanway, Ivona Stamatoska, Reese and Walter Ludwig, the Zukerman Family, Joseph Lavelle Wilson and - of course! - Leo Rogers. ",https://www.listennotes.com/e/p/f6a5092b3ab147058d34aff97c38e35f/
,,,,,Fertility Cliff: Is It Real?,"We’re often told to have kids quickly, before our biological clock strikes and we fall off the fertility cliff. This week we find out if that’s true for women or men. And if the cliff is real, can you do anything about it, like freezing your eggs? Plus, the sperm-aggedon! We speak to epidemiologist Prof. Lauren Wise, reproductive endocrinologist Dr. Mary Sabatini, and andrologist Prof. Allan Pacey.UPDATE 7/10/19: A previous version of this episode incorrectly identified the nationality of a character in Indiana Jones. The episode has been updated accordingly.Check out the full transcript here: http://bit.ly/35DfLE8 Selected references:  Lauren’s two studies looking at the fertility cliff. Click here if you want to be in one of her studies!  Two studies looking at success rates of freezing eggs at different ages Review of the effect of paternal aging on the health of the offspringThe 2017 meta-analysis which shows the drop in sperm counts in several parts of the worldCredits: This episode was produced by Meryl Horn, with help from Wendy Zukerman, as well as Rose Rimler and Michelle Dang. Our senior producer is Kaitlyn Sawrey. We’re edited by Blythe Terrell. Fact checking by Diane Kelley. Editing help from Caitlin Kenney. Mix and sound design by Peter Leonard. Music by Peter Leonard, Emma Munger and Bobby Lord. Recording assistance from Mary Dooe and Andy Short. A huge thanks to all the scientists we got in touch with for this episode, including Dr. Richard Lea, Dr. Hagai Levine, Professor Jens Peter Ellekilde Bond, and others. And special thanks to everyone at Gimlet who listened to the episode, the Zukerman family, and Joseph Lavelle Wilson. And a huge thanks to Christopher Suter.",https://www.listennotes.com/e/p/490268cccfb44d66874aaeff9739959b/
